0 SignedUp 1669398035.831509
0 loggedIn 1669398036.55928
1 SignedUp 1669398038.021882
1 loggedIn 1669398038.736737
2 SignedUp 1669398039.865281
2 loggedIn 1669398040.573203
3 SignedUp 1669398041.788969
3 loggedIn 1669398042.499015
4 SignedUp 1669398043.662855
4 loggedIn 1669398044.38407
4 sentTextTo 4 1669398051.833349
4 receivedTextFrom 4 1669398051.835239
4 sentTextTo 4 1669398051.856061
4 receivedTextFrom 4 1669398051.858038
4 sentTextTo 4 1669398051.879142
4 receivedTextFrom 4 1669398051.880945
0 sentTextTo 4 1669398051.903026
4 receivedTextFrom 0 1669398051.905022
0 sentTextTo 4 1669398051.924009
4 receivedTextFrom 0 1669398051.92601
0 sentTextTo 4 1669398051.945079
4 receivedTextFrom 0 1669398051.946995
1 sentTextTo 3 1669398051.966809
3 receivedTextFrom 1 1669398051.968832
1 sentTextTo 3 1669398051.987384
3 receivedTextFrom 1 1669398051.989374
1 sentTextTo 3 1669398052.007497
3 receivedTextFrom 1 1669398052.009702
2 sentTextTo 3 1669398052.030188
3 receivedTextFrom 2 1669398052.032169
2 sentTextTo 3 1669398052.051139
3 receivedTextFrom 2 1669398052.052972
2 sentTextTo 3 1669398052.0722
3 receivedTextFrom 2 1669398052.074122
2 sentTextTo 0 1669398052.094863
0 receivedTextFrom 2 1669398052.096817
2 sentTextTo 0 1669398052.115774
0 receivedTextFrom 2 1669398052.117643
2 sentTextTo 0 1669398052.136721
0 receivedTextFrom 2 1669398052.138604
3 sentTextTo 4 1669398052.159175
4 receivedTextFrom 3 1669398052.161273
3 sentTextTo 4 1669398052.18032
4 receivedTextFrom 3 1669398052.182365
3 sentTextTo 4 1669398052.200974
4 receivedTextFrom 3 1669398052.202898
1 sentTextTo 4 1669398052.221129
4 receivedTextFrom 1 1669398052.223038
1 sentTextTo 4 1669398052.242506
4 receivedTextFrom 1 1669398052.244464
1 sentTextTo 4 1669398052.263674
4 receivedTextFrom 1 1669398052.265686
0 sentTextTo 1 1669398052.286051
1 receivedTextFrom 0 1669398052.288037
0 sentTextTo 1 1669398052.307084
1 receivedTextFrom 0 1669398052.309409
0 sentTextTo 1 1669398052.328292
1 receivedTextFrom 0 1669398052.330309
2 sentTextTo 4 1669398052.349932
4 receivedTextFrom 2 1669398052.351971
2 sentTextTo 4 1669398052.370933
4 receivedTextFrom 2 1669398052.372892
2 sentTextTo 4 1669398052.392314
4 receivedTextFrom 2 1669398052.394387
2 sentTextTo 2 1669398052.414617
2 receivedTextFrom 2 1669398052.416413
2 sentTextTo 2 1669398052.437255
2 receivedTextFrom 2 1669398052.439086
2 sentTextTo 2 1669398052.46021
2 receivedTextFrom 2 1669398052.461959
1 sentTextTo 3 1669398052.48274
3 receivedTextFrom 1 1669398052.484728
1 sentTextTo 3 1669398052.503734
3 receivedTextFrom 1 1669398052.505663
1 sentTextTo 3 1669398052.524694
3 receivedTextFrom 1 1669398052.526805
4 sentTextTo 2 1669398052.546174
2 receivedTextFrom 4 1669398052.548198
4 sentTextTo 2 1669398052.567131
2 receivedTextFrom 4 1669398052.569026
4 sentTextTo 2 1669398052.587794
2 receivedTextFrom 4 1669398052.589737
4 sentTextTo 1 1669398052.610433
1 receivedTextFrom 4 1669398052.612458
4 sentTextTo 1 1669398052.631335
1 receivedTextFrom 4 1669398052.633355
4 sentTextTo 1 1669398052.652265
1 receivedTextFrom 4 1669398052.654095
3 sentTextTo 4 1669398052.674429
4 receivedTextFrom 3 1669398052.676562
3 sentTextTo 4 1669398052.695481
4 receivedTextFrom 3 1669398052.697518
3 sentTextTo 4 1669398052.716497
4 receivedTextFrom 3 1669398052.718424
3 sentTextTo 1 1669398052.738791
1 receivedTextFrom 3 1669398052.741562
3 sentTextTo 1 1669398052.759333
1 receivedTextFrom 3 1669398052.761261
3 sentTextTo 1 1669398052.780223
1 receivedTextFrom 3 1669398052.782186
0 sentTextTo 0 1669398052.802415
0 receivedTextFrom 0 1669398052.804208
0 sentTextTo 0 1669398052.824675
0 receivedTextFrom 0 1669398052.826604
0 sentTextTo 0 1669398052.847517
0 receivedTextFrom 0 1669398052.849283
0 sentTextTo 2 1669398052.871693
2 receivedTextFrom 0 1669398052.873746
0 sentTextTo 2 1669398052.892793
2 receivedTextFrom 0 1669398052.894674
0 sentTextTo 2 1669398052.913123
2 receivedTextFrom 0 1669398052.914955
0 sentTextTo 2 1669398052.935374
2 receivedTextFrom 0 1669398052.937277
0 sentTextTo 2 1669398052.954965
2 receivedTextFrom 0 1669398052.956986
0 sentTextTo 2 1669398052.975559
2 receivedTextFrom 0 1669398052.977541
0 sentTextTo 0 1669398052.997241
0 receivedTextFrom 0 1669398052.999049
0 sentTextTo 0 1669398053.019963
0 receivedTextFrom 0 1669398053.021722
0 sentTextTo 0 1669398053.042819
0 receivedTextFrom 0 1669398053.044623
1 sentTextTo 1 1669398053.067021
1 receivedTextFrom 1 1669398053.068862
1 sentTextTo 1 1669398053.090061
1 receivedTextFrom 1 1669398053.092084
1 sentTextTo 1 1669398053.113005
1 receivedTextFrom 1 1669398053.114824
1 sentTextTo 2 1669398053.137061
2 receivedTextFrom 1 1669398053.139054
1 sentTextTo 2 1669398053.156699
2 receivedTextFrom 1 1669398053.158591
1 sentTextTo 2 1669398053.177867
2 receivedTextFrom 1 1669398053.179878
4 sentTextTo 4 1669398053.20003
4 receivedTextFrom 4 1669398053.201953
4 sentTextTo 4 1669398053.222739
4 receivedTextFrom 4 1669398053.224658
4 sentTextTo 4 1669398053.245622
4 receivedTextFrom 4 1669398053.247397
0 sentTextTo 4 1669398053.269622
4 receivedTextFrom 0 1669398053.271468
0 sentTextTo 4 1669398053.29046
4 receivedTextFrom 0 1669398053.292598
0 sentTextTo 4 1669398053.311932
4 receivedTextFrom 0 1669398053.313973
3 sentTextTo 2 1669398053.333116
2 receivedTextFrom 3 1669398053.335148
3 sentTextTo 2 1669398053.354057
2 receivedTextFrom 3 1669398053.355947
3 sentTextTo 2 1669398053.375189
2 receivedTextFrom 3 1669398053.377114
1 sentTextTo 2 1669398053.396283
2 receivedTextFrom 1 1669398053.398272
1 sentTextTo 2 1669398053.417499
2 receivedTextFrom 1 1669398053.419556
1 sentTextTo 2 1669398053.438454
2 receivedTextFrom 1 1669398053.441189
4 sentTextTo 1 1669398053.460933
1 receivedTextFrom 4 1669398053.462855
4 sentTextTo 1 1669398053.48205
1 receivedTextFrom 4 1669398053.484014
4 sentTextTo 1 1669398053.503173
1 receivedTextFrom 4 1669398053.505081
0 sentTextTo 3 1669398053.525795
3 receivedTextFrom 0 1669398053.527831
0 sentTextTo 3 1669398053.54669
3 receivedTextFrom 0 1669398053.548582
0 sentTextTo 3 1669398053.567807
3 receivedTextFrom 0 1669398053.569675
0 sentTextTo 3 1669398053.5891
3 receivedTextFrom 0 1669398053.59112
0 sentTextTo 3 1669398053.610227
3 receivedTextFrom 0 1669398053.612148
0 sentTextTo 3 1669398053.631239
3 receivedTextFrom 0 1669398053.633136
1 sentTextTo 2 1669398053.652693
2 receivedTextFrom 1 1669398053.654803
1 sentTextTo 2 1669398053.67384
2 receivedTextFrom 1 1669398053.675851
1 sentTextTo 2 1669398053.694986
2 receivedTextFrom 1 1669398053.697019
1 sentTextTo 4 1669398053.717175
4 receivedTextFrom 1 1669398053.719442
1 sentTextTo 4 1669398053.738155
4 receivedTextFrom 1 1669398053.740075
1 sentTextTo 4 1669398053.759283
4 receivedTextFrom 1 1669398053.761286
0 sentTextTo 2 1669398053.779609
2 receivedTextFrom 0 1669398053.781632
0 sentTextTo 2 1669398053.8006
2 receivedTextFrom 0 1669398053.802428
0 sentTextTo 2 1669398053.821294
2 receivedTextFrom 0 1669398053.823121
2 sentTextTo 3 1669398053.844375
3 receivedTextFrom 2 1669398053.846337
2 sentTextTo 3 1669398053.865405
3 receivedTextFrom 2 1669398053.867197
2 sentTextTo 3 1669398053.886382
3 receivedTextFrom 2 1669398053.888386
4 sentTextTo 4 1669398053.909203
4 receivedTextFrom 4 1669398053.911063
4 sentTextTo 4 1669398053.931919
4 receivedTextFrom 4 1669398053.933734
4 sentTextTo 4 1669398053.954515
4 receivedTextFrom 4 1669398053.956312
4 sentTextTo 0 1669398053.978462
0 receivedTextFrom 4 1669398053.980689
4 sentTextTo 0 1669398053.999501
0 receivedTextFrom 4 1669398054.00145
4 sentTextTo 0 1669398054.020447
0 receivedTextFrom 4 1669398054.022331
1 sentTextTo 3 1669398054.041936
3 receivedTextFrom 1 1669398054.04395
1 sentTextTo 3 1669398054.062874
3 receivedTextFrom 1 1669398054.064808
1 sentTextTo 3 1669398054.083952
3 receivedTextFrom 1 1669398054.085978
0 sentTextTo 4 1669398054.105003
4 receivedTextFrom 0 1669398054.107069
0 sentTextTo 4 1669398054.124205
4 receivedTextFrom 0 1669398054.126529
0 sentTextTo 4 1669398054.145585
4 receivedTextFrom 0 1669398054.147548
